location,label,original,fake
para#3944,COMPANY,State Insurance,Northstar Corporation
para#3957,COMPANY,Provident Fund,Bluewater Holdings
para#4021,COMPANY,Labour Welfare,Summit Enterprises Ltd.
para#4035,COMPANY,Services Tax&,Vertex Global Limited
para#4116,COMPANY,Facilities/ Instrument,Silverline Corp
para#4120,COMPANY,Long Term Bank Facilities,Horizon Manufacturing Ltd.
para#4126,COMPANY,Short Term Bank Facilities,Crestview Industries
para#4130,COMPANY,Long Term Bank Facilities,Horizon Manufacturing Ltd.
para#4136,COMPANY,Short Term Bank Facilities,Crestview Industries
para#4139,COMPANY,Short Term Bank Facilities,Crestview Industries
para#4143,COMPANY,Long Term Bank Facilities,Horizon Manufacturing Ltd.
para#4152,COMPANY,Short Term Bank Facilities,Crestview Industries
para#4158,COMPANY,SMs,Meridian Group
para#4178,COMPANY,Operations,Meridian Group
para#4181,COMPANY,Operations,Meridian Group
para#4183,COMPANY,Operations,Meridian Group
para#4185,COMPANY,Operations,Meridian Group
para#4239,COMPANY,Mutual Funds,Lakeside Manufacturing
para#4259,COMPANY,post-Offer Equity,Falcon Enterprises Limited
para#4275,PERSON,Kushal Subbayya Hegde,John Jones
para#4280,PERSON,Pushpa Kushal Hegde,John Brown
para#4285,PERSON,Rajesh Kushal Hegde,John Williams
para#4290,PERSON,Rohit Kushal Hegde,John Johnson
para#4298,PERSON,Kushal Subbayya Hegde,John Jones
para#4301,PERSON,Deccan Gymkhana,Noah Moore
para#4301,COMPANY,PYC,Ironwood Holdings
para#4301,COMPANY,Deccan Gymkhana Society,Pinnacle Corp
para#4301,PERSON,Pushpakamal,Noah Jackson
para#4302,PERSON,Rajesh Kushal Hegde,John Williams
para#4305,ADDRESS,"12 Buena Monte, NCL co-operative housing society, Panchvati, Pashan, Pune – 411 008, Maharashtra, India","122 Aspen Way, Franklin, ST 10022"
para#4306,PERSON,Rohit Kushal Hegde,John Johnson
para#4307,COMPANY,Joint,Cobalt Industries Ltd.
para#4309,PERSON,Deccan Gymkhana,Noah Moore
para#4309,PERSON,Shivaji Nagar,Noah Martin
para#4309,PERSON,Road Lane,Noah Lee
para#4309,PERSON,"Pushpakamal Apartment,",Noah Perez
para#4310,COMPANY,Rakhi Girija Shetty,Silverline Corp
para#4313,COMPANY,Deccan Gymkhana Society,Pinnacle Corp
para#4313,PERSON,Pushpakamal,Noah Jackson
para#4314,ADDRESS,"3 Prabhat Road, opposite PYC basketball court, Erandawane, Deccan Gymkhana, Pune – 411 004 Maharashtra, India","123 Magnolia Boulevard, Greenville, ST 10023"
para#4318,ADDRESS,"Pratik Bunglow, Senapati Bapat Road, behind Sahara Hotel, Shivajinagar, Model Colony, Pune – 411 016, Maharashtra, India","124 Maple Avenue, Springfield, ST 10024"
para#4319,PERSON,Ajay Shriram Patil,John White
para#4322,ADDRESS,"602, Gopalkrupa Apartment, Bhonde colony, Prabhat Road, Erandawane, Pune – 411 004, Maharashtra, India","125 Oak Street, Fairview, ST 10025"
para#4323,PERSON,Kumar Tiwari,Noah Thompson
para#4326,ADDRESS,"A-259, JK Road, Minal Residency, Huzur, Govindpura, Bhopal – 462 023, Madhya Pradesh, India","126 Cedar Lane, Riverside, ST 10026"
para#4327,PERSON,Indu Jacob,Noah White
para#4330,ADDRESS,"A29, Abhimanshree Society, Pashan Road, Pune – 411 008, Maharashtra, India","127 Elm Road, Georgetown, ST 10027"
para#4336,COMPANY,RHP,Cobalt Industries Ltd.
para#4339,PERSON,Nuvama,Olivia Garcia
para#4343,PERSON,Nuvama,Olivia Garcia
para#4352,COMPANY,I-Sec,Lakeside Manufacturing
para#4354,COMPANY,Sponsor Banker,Redstone Group
para#4354,COMPANY,Monitoring Agency,Redstone Group
para#4357,PERSON,Nuvama,Olivia Garcia
para#4361,COMPANY,I-Sec,Lakeside Manufacturing
para#4363,COMPANY,International Institutional Marketing of the Issue,Acme Industries Limited
para#4368,COMPANY,I-Sec,Lakeside Manufacturing
para#4370,COMPANY,Domestic Institutional Marketing of the Issue,Northstar Corporation
para#4374,PERSON,Nuvama,Olivia Garcia
para#4376,COMPANY,inter alia,Silverline Corp
para#4380,PERSON,Nuvama,Olivia Garcia
para#4382,COMPANY,inter alia,Silverline Corp
para#4389,COMPANY,I-Sec,Lakeside Manufacturing
para#4393,COMPANY,I-Sec,Lakeside Manufacturing
para#4397,COMPANY,I-Sec,Lakeside Manufacturing
para#4399,COMPANY,Sponsor Banks,Bluewater Holdings
para#4399,COMPANY,Registrar,Silverline Corp
para#4399,COMPANY,Securities Transaction Tax,Summit Enterprises Ltd.
para#4399,COMPANY,Bankers,Ironwood Holdings
para#4402,COMPANY,I-Sec,Lakeside Manufacturing
para#4406,COMPANY,LLP,Ironwood Holdings
para#4406,COMPANY,Kirtane & Pandit,Pinnacle Corp
para#4407,COMPANY,Gopal House,Redstone Group
para#4407,COMPANY,5th Floor,Lakeside Manufacturing
para#4408,ADDRESS,"Opposite Harshal Hall, above HDFC Limited Karve Road, Pune – 411 038","128 Birchwood Drive, Clinton, ST 10028"
para#4410,EMAIL,parag.pansare@kirtanepandit.com,emma.williams@example.com
para#4411,PHONE,91 20 6729 5100,+91 10000 18
para#4416,COMPANY,Hingne Tare & Associates Flat No,Vertex Global Limited
para#4417,EMAIL,hingnetare@gmail.com,noah.harris@example.com
para#4421,PERSON,Expiry,Noah Sanchez
para#4434,COMPANY,Offer Price,Crestview Industries
para#4436,COMPANY,AUTHORISED SHARE CAPITAL(1,Silverline Corp
